Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
35-44,Abnormally Long or Heavy Periods,6/16/2011,lysteda,154120,4,2,"Here's an update from my previous posting. My period never did come! My GYN had me take progesterone to force my period. So, 70 days later, I'm back to my extremely heavy period. I can't help to think the absense was due to the Lysteda, but my GYN states it's likely coincidence. I think not.",3,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",6
35-44,Abnormally Long or Heavy Periods,5/15/2011,lysteda,154120,4,4,"I took Lysteda last month and it did decrease the overall flow by probably 30-40% but it lengthened my period from a usual 6 days to 9 days.  I have noticed some vision changes for side effects.  I had planned to take it again for the following month due to vacation plans at the beach, but I'm still waiting for my period to arrive!  I'm 11 days late and after 4 negative pregnancy tests, I'm wondering if Lysteda has somehow changed my cycle?  I'd be curious to see if this has happened to anyone else?",4,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",11
45-54,Abnormally Long or Heavy Periods,5/11/2011,lysteda,154120,5,5,"I have had periods since I have been 21 and have been getting worse and worse throughtout the years. I have tried every herb and vitamin there is, I have had multiple d and c's and only came back worse after the surgery. Well, I can only thank one person for this medicine and that is My father God and My Lord Jesus. I believe that he put the wisdom and knowledge in some wonderful person thoughts to make this medicine. Whoever you are out there that developed this medicine....its wonderful and i can finally have some freedom in my life when i have my periods.
thanks",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",15
35-44,Abnormally Long or Heavy Periods,5/1/2011,lysteda,154120,4,4,"I have had severe excessive bleeding due to uterine fibroids since getting my first period at age 12. Which I thought was normal. As years passed my periods became heavier with each year especially after I stopped taking birth control. 
I had D & C in 2004 and took lodine in hopes that would shrink the lil suckers. I was left with major side effects. Now at age 40 I'm thrilled to be taking non hormonal treatment that actually works after only one dose, 2 pills 3 times per day. 
I'm keeping my fingers crossed as my insurance company is not being very cooperative, cheap meanies, and I may have to pay out of pocket. 
Oh and I have not experienced any side effects....yet. ",4,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",16
35-44,Abnormally Long or Heavy Periods,3/30/2011,lysteda,154120,5,4,"I can not say enough good things about Lysteda - it has changed my life!  I've been taking it during my period forthe past 5 months and it has significantly lessenedmy blood flow.  Before Lysteda, I honestly was homebound the week I had my period.  On some days I would go thru a super plus tampon every 20 minutes & could not sleep the night because of all the leaking. Now, w/Lysteda my flow is back to normal & I can actually stand upright & get back to physical activity.  I just completed a half-marathon & I had my period on race day but after taking Lysteda. The amount of menstrual flow was not an issue.  This medication was absolutely life changing for me.  I do get the headache side affects but nothing some ibuprofen can't take care of - definitely ask your doctor about this medication before considering any type of surgery to stop the heavy menstrual bleeding!",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",23
35-44,Abnormally Long or Heavy Periods,3/22/2011,lysteda,154120,4,5,"Lysteda has saved my life.  I have had very heavy bleeding in the past year due to adenomyosis.  I hemorrhaged and needed and D and C in July '10.  My doctor said my body is like a time bomb and could do anything at any moment after a very heavy month in November passing large heavy clots for 3 days straight.  In December my doctor suggested I try Lysteda as a last resort before a hysterectomy.  It worked! I went from all day and night bleeding for at least 3 days to now having just a first day of regular bleeding, no night bleeding and spotting for most of the cycle.  I do occasionally pass a large clot, but then it immediately stops.  I was veer anemic when I started and now my iron levels after 4 months are in the normal range for the first time in 10 years. I have had some stomach cramping but I'll take it with the decrease in bleeding. It's also a lot to try to time it right for all pills 3x a day, but in the end  I feel like Lysteda is too good to be true and hope it works for everyone else like it has for me. ",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",16
45-54,Abnormally Long or Heavy Periods,3/12/2011,lysteda,154120,5,3,the headaches are unbearable,1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",3
35-44,Abnormally Long or Heavy Periods,3/12/2011,lysteda,154120,4,4,Second month on medication....only take two days a month...helps with the heavy flow to almost nothing....but very bad headaches!    Not sure if I want to take medication every month...may still talk to my dr about an ablation.   It does work though.  ,3,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",6
25-34,Abnormally Long or Heavy Periods,3/10/2011,lysteda,154120,3,2,"Dr. Prescribed for mentrual since I had been bleeding from feb. 3,2011.  Only took three doses and menstrual did stop but was diagnoised with uritis. A eye disorder. So overall good for the mentrual to stop, but not worth losing ur vision",1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",7
45-54,Abnormally Long or Heavy Periods,3/7/2011,lysteda,154120,4,5,"  My Gynocologist suggested this medication because of my abnormal heavy bleeding and blood clots. He said it was either this or a partial hysterectomy. I have a rare shaped uterus which cancels out other options. I am so sadden by this condition, I just don't understand why this could happen to me never had any children. The thought of me having my uterus cut out is terrible and empty inside. I want to keep my uterus unless I really have to give it up.",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",8
25-34,Abnormally Long or Heavy Periods,3/7/2011,lysteda,154120,1,1,"I took it for the first time today and ended up in an ER. I had vision problems, shortness of breath, chest pain and I felt clammy, shaky and faint. The doctor in the ER said it was a bad reaction to the drug. I was on 2 pills 3 times a day. I never made it past the first dose. I will NOT being taking it again. Felt like I was going to die. I think I will opt for the surgery (ablation). But I can say it did decrease my period flow. So I guess that's the silver lining in this horrid mess.",1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",8
35-44,Abnormally Long or Heavy Periods,3/7/2011,lysteda,154120,3,4,"I was prescribed this medicine after leeding since Jan 1 2011 , taking provera and having the bleeding get worse than having a D&C which did not stop the bleeding at all! After taking two doses of this medication (2 650 mg tabs eight hours apart), my bleeding has subsided immensely!!! I am so very thrilled as I was becoming very emotional from all of the bleeding not to mention spending all my money on doctor visits, sanitary napkins, & surgery fees. I may still have to have a partial hysterectomy in the future but thank God I am not bleeding all over the place like I was. Yeah the price is a little high (my copay would have been $90 dollars but found a coupon on the lysteda site & I paid $30 for 18 pills) but it is so worth it!!!",4,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",6
25-34,Abnormally Long or Heavy Periods,3/3/2011,lysteda,154120,4,4,"I have had heavy bleeding for 7 months and have been on every kind of pill there is to try and stop the bleeding. I had an option of getting the nova sure or and Iud, but even though i chose the Iud my bleeding did not stop so my dr recomended this drug. within the first few days i have completely stoped bleeding. i am supposed to take three pills a day but i am only taking two sometimes only one. i do not have insurance right now so the medicine is really expensive. the only down side is these killer headaches i have been getting and the leg cramping at night. and my back hurts during the day. i take motrin and excedrin for the headache. so it calms it for a little while. must drink lots of water with this medicine. ",4,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",6
25-34,Abnormally Long or Heavy Periods,2/12/2011,lysteda,154120,5,5,"I HAVE BEEN TAKING DEPO FOR GOING ON 2 YEARS AND ALL THE SUDDEN I STARTED BLEEDING AND IT WOULDNT STOP, WELL I HAVE BEEN BLEEDING FOR OVER 3 WEEKS WENT TO THE DR HE GAVE ME A SHOT IT DIDNT WORK SO THEN HE GAVE ME THIS MEDICINE 3 DAYS AFTER STARTING IT MY BLEEDING HAS SLOWED WAY DOWN, I WAS WEARING SUPER OVER NIGHT PADS ANS USING THOSE ULTRA TAMPON, CHANGING EVERY 30 MINUTES TO AN HOUR.  SO I WOULD RECOMMEND THIS DRUG TO ANYONE WHO HAD BAD MONTHLYS. OF COURSE I WILL HAVE TO HAVE A PARTIAL HYSTERECTOMY EVENTUALLY, BUT THATS OK WITH ME, I CANT STAND ALL THIS DRAMA.",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",8
19-24,Abnormally Long or Heavy Periods,2/2/2011,lysteda,154120,4,4,"I just finished my first round of Lysteda. Within a few hours after my first dose, my bleeding was reduced to only a panty liner. Amazing considering I was using a super plus tampon every hour or so. Within three days of using the medication my bleeding had stopped entirely. Side effects were noticeable. They included headache, abdominal pain, and back pain, all of which were controlled with low doses of tylenol. Only other side effect was muscle and joint tightening and discomfort. Especially in my calves. Worried me a little because of the possibility of developing a deep vein clot. Some of the ""normal"" side effects listed for the medication included muscle cramping and pain. But calf pain was also listed under the ""severe"" allergic reaction section.: /   Just wondering if anyone else has experienced these side effects??  Overall this medication worked wonders, and I plan on using it monthly until I have surgery to remove a very large fibroid!",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",9
